Id,District,Address,Number,Area,Rent,Bedrooms,Sq.Mt,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semidetached,Cluster
1319,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1900,2.0,90,2.0,0.0,1.0,0,0,0,0,5
1320,Centro,Piso en Palacio,,Palacio,2500,2.0,130,2.0,1.0,1.0,0,0,0,0,1
1321,Centro,Piso en Palacio,,Palacio,3400,3.0,250,2.0,,1.0,0,0,0,0,1
1322,Centro,Piso en plaza Jesús,,Huertas-Cortes,2250,2.0,140,4.0,1.0,1.0,0,0,0,0,1
1323,Centro,Piso en calle Pérez Galdós,,Chueca-Justicia,1500,1.0,57,1.0,0.0,1.0,0,0,0,0,5
1324,Centro,Piso en Palacio,,Palacio,2300,3.0,147,4.0,1.0,1.0,0,0,0,0,1
1325,Centro,Estudio en Sol,,Sol,1350,,40,2.0,1.0,1.0,0,0,0,0,1
1326,Centro,Piso en calle Perez Galdos,,Chueca-Justicia,1550,1.0,50,1.0,1.0,1.0,0,0,0,0,1
1327,Centro,Piso en calle Perez Galdos,,Chueca-Justicia,1800,2.0,65,3.0,1.0,1.0,0,0,0,0,1
1328,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,750,1.0,40,2.0,,0.0,0,0,0,0,5
1329,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,940,2.0,80,2.0,1.0,0.0,0,0,0,0,1
1330,Centro,Ático en Chueca-Justicia,,Chueca-Justicia,2000,3.0,122,6.0,1.0,1.0,1,0,0,0,2
1331,Centro,Piso en calle del Desengaño,11,Malasaña-Universidad,2700,2.0,110,3.0,1.0,1.0,0,0,0,0,1
1333,Centro,Piso en calle Marqués Viudo de Pontejos,9,Sol,1250,1.0,52,3.0,1.0,1.0,0,0,0,0,1
1334,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1000,1.0,40,11.0,0.0,1.0,0,0,0,0,5
1335,Centro,Ático en calle Augusto Figueroa,31,Chueca-Justicia,1400,2.0,95,5.0,0.0,1.0,1,0,0,0,2
1336,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,3700,3.0,240,4.0,1.0,1.0,0,0,0,0,1
1337,Centro,Piso en Palacio,,Palacio,3000,2.0,105,7.0,1.0,1.0,0,0,0,0,1
1338,Centro,Dúplex en Chueca-Justicia,,Chueca-Justicia,1600,,47,2.0,0.0,1.0,0,0,1,0,5
1339,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2500,2.0,70,3.0,1.0,1.0,0,0,0,0,1
1341,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,1300,2.0,70,0.0,0.0,1.0,0,0,0,0,5
1342,Centro,Piso en Palacio,,Palacio,1400,2.0,75,2.0,1.0,1.0,0,0,0,0,1
1343,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1500,1.0,88,2.0,1.0,1.0,0,0,0,0,1
1344,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2499,4.0,200,4.0,1.0,1.0,0,0,0,0,1
1345,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1000,1.0,51,0.0,0.0,1.0,0,0,0,0,5
1346,Centro,Estudio en Chueca-Justicia,,Chueca-Justicia,850,,50,0.5,0.0,0.0,0,0,0,0,5
1347,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2600,2.0,70,3.0,1.0,1.0,0,0,0,0,1
1348,Centro,Ático en calle Mancebos,2,Palacio,900,1.0,45,5.0,1.0,1.0,1,0,0,0,2
1349,Centro,Estudio en Malasaña-Universidad,,Malasaña-Universidad,1450,,65,3.0,1.0,1.0,0,0,0,0,1
1350,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,850,1.0,45,3.0,1.0,0.0,0,0,0,0,1
1351,Centro,Piso en calle Divino Pastor,,Malasaña-Universidad,1000,1.0,51,0.0,0.0,1.0,0,0,0,0,5
1352,Centro,Piso en San Pedro,,Huertas-Cortes,1050,2.0,75,0.0,1.0,0.0,0,0,0,0,1
1353,Centro,Ático en calle Churruca,16,Chueca-Justicia,1250,1.0,65,5.0,1.0,1.0,1,0,0,0,2
1354,Centro,Estudio en Malasaña,s/n,Malasaña-Universidad,900,,38,-0.5,1.0,1.0,0,0,0,0,1
1355,Centro,Piso en calle de la Palma,49,Malasaña-Universidad,550,1.0,20,2.0,1.0,1.0,0,0,0,0,1
1356,Centro,Piso en calle Nao,,Malasaña-Universidad,1200,1.0,55,0.0,1.0,1.0,0,0,0,0,1
1357,Centro,Piso en calle doctor drumen,1,Lavapiés-Embajadores,1100,1.0,54,4.0,0.0,0.0,0,0,0,0,5
1358,Centro,Piso en calle Atocha,116,Lavapiés-Embajadores,950,2.0,70,4.0,0.0,1.0,0,0,0,0,5
1359,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,2000,3.0,120,5.0,1.0,1.0,0,0,0,0,1
1360,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1800,2.0,55,3.0,0.0,1.0,0,0,0,0,5
1361,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,2500,1.0,80,,,0.0,0,0,0,0,5
1362,Centro,Piso en Sol,,Sol,1300,2.0,72,3.0,1.0,1.0,0,0,0,0,1
1363,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1300,2.0,70,2.0,0.0,1.0,0,0,0,0,5
1364,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1300,2.0,80,3.0,1.0,0.0,0,0,0,0,1
1365,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1150,1.0,70,2.0,1.0,1.0,0,0,0,0,1
1366,Centro,Estudio en Chueca-Justicia,,Chueca-Justicia,800,,33,,,0.0,0,0,0,0,5
1367,Centro,Piso en LAVAPIES,,Lavapiés-Embajadores,2300,3.0,60,3.0,1.0,0.0,0,0,0,0,1
1368,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,940,1.0,78,,,0.0,0,0,0,0,5
1369,Centro,Estudio en calle de Silva,34,Malasaña-Universidad,950,,62,3.0,1.0,1.0,0,0,0,0,1
1370,Centro,Piso en calle de Manuela Malasaña,5,Malasaña-Universidad,2000,3.0,120,5.0,1.0,1.0,0,0,0,0,1
1371,Centro,Piso en calle Núñez de Arce,13,Huertas-Cortes,2800,2.0,130,2.0,1.0,0.0,0,0,0,0,1
1372,Centro,Ático en calle de Preciados,27,Sol,1700,1.0,80,5.0,1.0,1.0,1,0,0,0,2
1373,Centro,Piso en calle Jardines,29,Sol,900,1.0,53,0.0,0.0,1.0,0,0,0,0,5
1374,Centro,Piso en calle de la Luna,5,Malasaña-Universidad,1900,2.0,117,3.0,1.0,1.0,0,0,0,0,1
1375,Centro,Ático en calle de Carretas,29,Sol,1300,1.0,35,5.0,1.0,0.0,1,0,0,0,2
1376,Centro,Piso en calle de la Alameda,8,Huertas-Cortes,1200,1.0,65,1.0,1.0,1.0,0,0,0,0,1
1377,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1550,1.0,40,4.0,1.0,1.0,0,0,0,0,1
1378,Centro,Piso en plaza del Conde de Miranda,1,Palacio,1200,1.0,50,2.0,1.0,1.0,0,0,0,0,1
1379,Centro,Piso en calle de Toledo,106,Palacio,1500,2.0,85,3.0,1.0,1.0,0,0,0,0,1
1380,Centro,Piso en plaza Colón,1,Malasaña-Universidad,1100,1.0,50,7.0,1.0,1.0,0,0,0,0,1
1381,Centro,Piso en calle del Doctor Fourquet,20,Lavapiés-Embajadores,750,1.0,35,0.0,0.0,0.0,0,0,0,0,5
1382,Centro,Piso en calle San Ildefonso,10,Lavapiés-Embajadores,1300,2.0,75,2.0,0.0,1.0,0,0,0,0,5
1383,Centro,Estudio en calle Pizarro,14,Malasaña-Universidad,700,,43,2.0,0.0,0.0,0,0,0,0,5
1384,Centro,Piso en calle Augusto Figueroa,29,Chueca-Justicia,3000,3.0,240,1.0,1.0,1.0,0,0,0,0,1
1385,Centro,Piso en calle de las Huertas,52,Huertas-Cortes,2200,1.0,80,0.0,1.0,1.0,0,0,0,0,1
1386,Centro,Piso en Palacio,,Palacio,1400,2.0,100,5.0,1.0,1.0,0,0,0,0,1
1387,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2000,2.0,120,2.0,1.0,1.0,0,0,0,0,1
1388,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2200,2.0,100,2.0,1.0,1.0,0,0,0,0,1
1389,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1200,1.0,65,3.0,0.0,1.0,0,0,0,0,5
1390,Centro,Ático en calle de Alberto Aguilera,11,Malasaña-Universidad,2490,3.0,97,7.0,1.0,1.0,1,0,0,0,2
1391,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1500,1.0,55,1.0,1.0,1.0,0,0,0,0,1
1392,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,1450,3.0,100,4.0,1.0,1.0,0,0,0,0,1
1393,Centro,Piso en Carrera de San Jeronimo,14,Sol,2000,2.0,120,4.0,1.0,1.0,0,0,0,0,1
1394,Centro,Piso en calle Hernán Cortés,3,Chueca-Justicia,775,1.0,45,3.0,0.0,1.0,0,0,0,0,5
1395,Centro,Piso en calle San Isidro Labrador,6,Palacio,850,1.0,50,2.0,1.0,0.0,0,0,0,0,1
1396,Centro,Estudio en cuesta Santo Domingo,5,Palacio,850,,26,2.0,0.0,1.0,0,0,0,0,5
1397,Centro,Piso en calle del Espíritu Santo,6,Malasaña-Universidad,1300,1.0,50,5.0,1.0,1.0,0,0,0,0,1
1398,Centro,Estudio en calle Aduana,27,Sol,1350,,90,4.0,1.0,0.0,0,0,0,0,1
1399,Centro,Estudio en calle Valverde,35,Malasaña-Universidad,1100,,40,2.0,1.0,1.0,0,0,0,0,1
1400,Carabanchel,Piso en avenida de abrantes,,Abrantes,730,3.0,61,2.0,1.0,0.0,0,0,0,0,4
1401,Carabanchel,Piso en calle de la oca,,Vista Alegre,700,2.0,70,1.0,,1.0,0,0,0,0,4
1402,Carabanchel,Piso en calle del jacobeo,s/n,Buena Vista,743,3.0,95,0.0,1.0,1.0,0,0,0,0,4
1403,Carabanchel,Piso en calle del Chimbo,15,Abrantes,690,3.0,78,1.0,1.0,0.0,0,0,0,0,4
1404,Carabanchel,Piso en calle de tucan,,Vista Alegre,800,3.0,95,4.0,1.0,1.0,0,0,0,0,4
1405,Carabanchel,Piso en calle Paulina Odiaga,,San Isidro,630,1.0,50,0.0,1.0,1.0,0,0,0,0,4
1406,Carabanchel,Piso en callejón Juan Ramón,5,Abrantes,825,3.0,100,0.0,1.0,1.0,0,0,0,0,4
1407,Carabanchel,Piso en San Isidro,,San Isidro,600,1.0,45,2.0,1.0,1.0,0,0,0,0,4
1408,Carabanchel,Piso en plaza águeda diez,5,San Isidro,650,1.0,65,2.0,1.0,1.0,0,0,0,0,4
1409,Carabanchel,Ático en calle alfredo aleix,37,Buena Vista,790,2.0,85,4.0,1.0,1.0,1,0,0,0,2
1410,Carabanchel,Piso en calle San Pantaleón,5,Opañel,930,2.0,56,7.0,1.0,1.0,0,0,0,0,4
1411,Carabanchel,Piso en calle alondra,3,Vista Alegre,590,2.0,60,1.0,1.0,0.0,0,0,0,0,4
1412,Carabanchel,Piso en avenida de pedro diez,,San Isidro,650,1.0,55,3.0,1.0,1.0,0,0,0,0,4
1413,Carabanchel,Piso en calle los Morales,29,Pau de Carabanchel,700,1.0,70,6.0,1.0,1.0,0,0,0,0,4
1414,Carabanchel,Ático en calle Flautas,,Pau de Carabanchel,800,1.0,70,7.0,1.0,1.0,1,0,0,0,2
1416,Carabanchel,Piso en calle Diario la Nación,,Puerta Bonita,600,2.0,45,0.0,1.0,0.0,0,0,0,0,4
1417,Carabanchel,Piso en Pau de Carabanchel,,Pau de Carabanchel,750,1.0,52,4.0,1.0,1.0,0,0,0,0,4
1418,Carabanchel,Piso en calle de pedro domingo,,Puerta Bonita,600,2.0,56,3.0,1.0,0.0,0,0,0,0,4
1419,Carabanchel,Ático en calle Oropendola,21,Puerta Bonita,900,2.0,75,3.0,1.0,1.0,1,0,0,0,2
1420,Carabanchel,Piso en calle Virgen de Belen,3,Opañel,630,2.0,55,2.0,1.0,0.0,0,0,0,0,4
1421,Carabanchel,Piso en calle del Marqués de Jura Real,,Comillas,700,3.0,85,5.0,1.0,1.0,0,0,0,0,4
1422,Carabanchel,Piso en avenida de la Plaza de Toros,,Vista Alegre,700,2.0,70,4.0,1.0,0.0,0,0,0,0,4
1423,Carabanchel,Piso en plaza Barbatain,,Puerta Bonita,650,1.0,55,0.0,1.0,1.0,0,0,0,0,4
1424,Carabanchel,Piso en avenida de Nuestra Señora de Valvanera,114,San Isidro,600,2.0,80,4.0,1.0,0.0,0,0,0,0,4
1425,Carabanchel,Piso en calle Tomás Meabe,15,Comillas,700,2.0,70,7.0,1.0,1.0,0,0,0,0,4
1426,Carabanchel,Piso en San Isidro,,San Isidro,699,3.0,80,3.0,1.0,1.0,0,0,0,0,4
1427,Carabanchel,Piso en calle General Ricardos,,Vista Alegre,815,3.0,65,3.0,1.0,1.0,0,0,0,0,4
1428,Carabanchel,Piso en calle de Antonio Rodríguez,,Puerta Bonita,600,2.0,68,1.0,0.0,0.0,0,0,0,0,4
1429,Carabanchel,Piso en calle Ramón Sainz,,Vista Alegre,850,3.0,82,3.0,1.0,1.0,0,0,0,0,4
1430,Carabanchel,Piso en Abrantes,,Abrantes,850,3.0,100,0.0,1.0,1.0,0,0,0,0,4
1432,Carabanchel,Piso en calle del Marqués de Jura Real,,Comillas,750,2.0,70,1.0,1.0,1.0,0,0,0,0,4
1433,Carabanchel,Piso en calle Alfonso Fernández,,Buena Vista,600,2.0,60,3.0,1.0,0.0,0,0,0,0,4
1434,Carabanchel,Piso en calle Cadete Julio Llompart,20,San Isidro,550,1.0,42,0.5,1.0,0.0,0,0,0,0,4
1435,Carabanchel,Piso en calle del Marqués de Jura Real,,Comillas,750,2.0,70,1.0,1.0,1.0,0,0,0,0,4
1436,Carabanchel,Piso en calle Alfonso Fernández,,Buena Vista,600,2.0,60,3.0,1.0,0.0,0,0,0,0,4
1437,Carabanchel,Piso en San Isidro,,San Isidro,1950,2.0,85,0.0,1.0,1.0,0,0,0,0,4
1438,Carabanchel,Piso en calle de Matilde Hernandez,,Vista Alegre,590,3.0,85,4.0,1.0,0.0,0,0,0,0,4
1439,Carabanchel,Piso en avenida de nuestra señora de valvanera,,Vista Alegre,750,3.0,65,2.0,,,0,0,0,0,4
1440,Carabanchel,Estudio en calle Matilde Hernández,25,San Isidro,750,,40,3.0,1.0,1.0,0,0,0,0,4
1441,Carabanchel,Piso en calle Moreno,1,Puerta Bonita,840,2.0,78,3.0,1.0,1.0,0,0,0,0,4
1442,Carabanchel,Piso en calle sallaberry,27,Opañel,950,3.0,65,0.5,1.0,0.0,0,0,0,0,4
1443,Carabanchel,Piso en calle Carrero Juan Ramón,2,Abrantes,800,3.0,80,3.0,1.0,0.0,0,0,0,0,4
1444,Carabanchel,Piso en calle Guacamayo,3,Vista Alegre,700,2.0,50,2.0,1.0,0.0,0,0,0,0,4
1445,Carabanchel,Piso en calle Alcaudón,49,San Isidro,600,2.0,60,0.0,0.0,0.0,0,0,0,0,4
1446,Carabanchel,Piso en calle del chimbo,24,Abrantes,670,3.0,76,3.0,,0.0,0,0,0,0,4
1447,Carabanchel,Piso en calle marquesa de argüeso,40,Opañel,770,3.0,74,1.0,,0.0,0,0,0,0,4
1448,Carabanchel,Piso en Puerta Bonita,,Puerta Bonita,860,3.0,71,,,,0,0,0,0,4
1449,Carabanchel,Piso en Abrantes,,Abrantes,710,3.0,69,,,,0,0,0,0,4
1450,Carabanchel,Piso en Opañel,,Opañel,755,3.0,72,,,,0,0,0,0,4
1452,Carabanchel,Piso en Abrantes,,Abrantes,700,1.0,59,,,,0,0,0,0,4
1454,Carabanchel,Piso en calle Clara Campoamor,29,Puerta Bonita,700,3.0,90,3.0,1.0,0.0,0,0,0,0,4
1455,Carabanchel,Piso en calle de Zaida,83,San Isidro,900,3.0,70,3.0,1.0,0.0,0,0,0,0,4
1456,Chamartín,Piso en DOCTOR FLEMING,45,Nueva España,1480,3.0,126,5.0,0.0,1.0,0,0,0,0,5
1457,Chamartín,Piso en Prosperidad,,Prosperidad,980,1.0,60,2.0,1.0,1.0,0,0,0,0,1
1458,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2800,5.0,210,4.0,1.0,1.0,0,0,0,0,1
1459,Chamartín,Piso en calle del Príncipe de Vergara,,Nueva España,1250,3.0,77,2.0,0.0,1.0,0,0,0,0,5
1460,Chamartín,Piso en Castilla,,Castilla,1550,2.0,100,6.0,1.0,1.0,0,0,0,0,1
1461,Chamartín,Piso en calle Francisco Suárez,,Nueva España,2695,1.0,70,3.0,1.0,1.0,0,0,0,0,1
1462,Chamartín,Piso en pasaje Moraleja de Enmedio,4,Prosperidad,1200,5.0,110,1.0,1.0,0.0,0,0,0,0,1
1463,Chamartín,Piso en calle de Doctor Fleming,45,Nueva España,1480,3.0,126,5.0,0.0,1.0,0,0,0,0,5
1464,Chamartín,Piso en calle de canillas,,Prosperidad,700,1.0,45,3.0,,1.0,0,0,0,0,1
1465,Chamartín,Piso en paseo de la Castellana,284,Castilla,975,2.0,70,0.0,1.0,1.0,0,0,0,0,1
1466,Chamartín,Piso en metro colombia,s/n,Bernabéu-Hispanoamérica,800,1.0,50,8.0,1.0,1.0,0,0,0,0,1
1467,Chamartín,Piso en calle de Doctor Fleming,47,Nueva España,1480,3.0,126,5.0,0.0,1.0,0,0,0,0,5
1468,Chamartín,Piso en Castilla,,Castilla,2500,4.0,150,3.0,1.0,1.0,0,0,0,0,1
1469,Chamartín,Piso en calle de Doctor Fleming,45,Nueva España,1500,3.0,137,2.0,0.0,1.0,0,0,0,0,5
1470,Chamartín,Piso en Castilla,,Castilla,1350,2.0,107,3.0,1.0,1.0,0,0,0,0,1
1471,Chamartín,Piso en travesía Santa María Magdalena,,Nueva España,999,1.0,99,0.5,1.0,1.0,0,0,0,0,1
1472,Chamartín,Estudio en calle Rafael Herrera,9,Castilla,1100,,50,6.0,1.0,1.0,0,0,0,0,1
1473,Chamartín,Piso en Ciudad Jardín,,Ciudad Jardín,1200,2.0,60,1.0,1.0,1.0,0,0,0,0,1
1474,Chamartín,Piso en Victor de la Serna,,Bernabéu-Hispanoamérica,2400,4.0,160,3.0,1.0,1.0,0,0,0,0,1
1475,Chamartín,Piso en El Viso,,El Viso,2700,2.0,90,6.0,1.0,1.0,0,0,0,0,1
1476,Chamartín,Piso en colombia,,Bernabéu-Hispanoamérica,1450,2.0,100,0.0,1.0,1.0,0,0,0,0,1
1477,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2700,3.0,138,8.0,1.0,1.0,0,0,0,0,1
1478,Chamartín,Piso en calle del Corazón de María,55,Prosperidad,1250,2.0,90,2.0,1.0,1.0,0,0,0,0,1
1479,Chamartín,Piso en calle Principe de Vergara,122,Prosperidad,1200,2.0,75,2.0,1.0,1.0,0,0,0,0,1
1480,Chamartín,Piso en calle Apolonio Morales,3,Nueva España,1850,2.0,95,2.0,1.0,1.0,0,0,0,0,1
1481,Chamartín,Piso en calle Calle del Príncipe de Vergara,,Ciudad Jardín,1700,3.0,100,9.0,1.0,1.0,0,0,0,0,1
1482,Chamartín,Piso en calle Calle del Príncipe de Vergara,,Ciudad Jardín,1700,3.0,100,9.0,1.0,1.0,0,0,0,0,1
1484,Chamartín,Piso en calle Puerto Rico,9,Bernabéu-Hispanoamérica,1000,1.0,51,4.0,1.0,1.0,0,0,0,0,1
1486,Chamartín,Piso en Mauricio Legendre,,Castilla,2275,4.0,170,4.0,1.0,1.0,0,0,0,0,1
1487,Chamartín,Piso en Zabaleta,,Prosperidad,900,2.0,54,0.0,1.0,0.0,0,0,0,0,1
1488,Chamartín,Piso en avenida de Alberto de Alcocer,33,Nueva España,2800,3.0,160,3.0,1.0,1.0,0,0,0,0,1
1489,Chamartín,Dúplex en Nueva España,,Nueva España,8500,4.0,400,7.0,1.0,1.0,0,0,1,0,1
1490,Chamartín,Piso en calle de juan ramón jiménez,8,Bernabéu-Hispanoamérica,2160,1.0,72,4.0,1.0,1.0,0,0,0,0,1
1491,Chamartín,Piso en El Viso,,El Viso,3950,2.0,180,4.0,1.0,1.0,0,0,0,0,1
1492,Chamartín,Piso en avenida Pío XII,,Castilla,1950,2.0,130,9.0,1.0,1.0,0,0,0,0,1
1493,Chamartín,Dúplex en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,1800,1.0,110,3.0,1.0,1.0,0,0,1,0,1
1494,Chamartín,Piso en Henri Dunant,,Nueva España,5000,5.0,360,5.0,1.0,1.0,0,0,0,0,1
1495,Chamartín,Piso en El Viso,,El Viso,950,1.0,55,7.0,1.0,1.0,0,0,0,0,1
1496,Chamartín,Piso en calle Suero de Quiñones,22,Ciudad Jardín,1650,4.0,123,1.0,1.0,1.0,0,0,0,0,1
1497,Chamartín,Piso en paseo de la castellana,,El Viso,2000,2.0,100,9.0,1.0,1.0,0,0,0,0,1
1498,Chamartín,Ático en paseo de la castellana,,El Viso,1800,2.0,100,9.0,1.0,1.0,1,0,0,0,2
1499,Chamartín,Piso en calle de Clavileño,42,Ciudad Jardín,1450,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1500,Chamartín,Ático en avenida de Pío XII,49,Nueva España,1500,,67,3.0,1.0,1.0,1,0,0,0,2
1501,Chamartín,Piso en calle de Agustín de Foxá,,Castilla,1200,3.0,109,6.0,0.0,1.0,0,0,0,0,5
1502,Chamartín,Piso en calle San Ernesto,14,Ciudad Jardín,1650,4.0,107,3.0,1.0,1.0,0,0,0,0,1
1503,Chamartín,Piso en calle Víctor Andrés Belaunde,10,Bernabéu-Hispanoamérica,2400,4.0,160,3.0,1.0,1.0,0,0,0,0,1
1504,Chamartín,Casa o chalet independiente en Nueva España,,chalet independiente en Nueva España,4200,7.0,300,,,,0,1,0,0,5
1505,Chamartín,Piso en calle Sánchez Pacheco,,Ciudad Jardín,1100,1.0,50,1.0,1.0,1.0,0,0,0,0,1
1506,Chamartín,Piso en paseo de la Castellana,96,El Viso,5200,4.0,350,7.0,1.0,1.0,0,0,0,0,1
1507,Chamartín,Dúplex en paseo de la Habana,,El Viso,5500,4.0,270,7.0,1.0,1.0,0,0,1,0,1
1508,Chamartín,Piso en calle Matilde Díez,19,Ciudad Jardín,1200,1.0,57,2.0,1.0,1.0,0,0,0,0,1
1509,Chamartín,Piso en calle Fuente del Saz,,Bernabéu-Hispanoamérica,1000,1.0,55,1.0,1.0,1.0,0,0,0,0,1
1511,Chamartín,Piso en Padre Damian,,Nueva España,3100,4.0,241,3.0,1.0,1.0,0,0,0,0,1
1512,Chamartín,Piso en calle de Clavileño,42,Ciudad Jardín,1400,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1513,Chamartín,Piso en El Viso,,El Viso,3800,5.0,211,3.0,1.0,1.0,0,0,0,0,1
1514,Chamartín,Piso en calle Puenteareas,,Prosperidad,1350,2.0,118,4.0,0.0,1.0,0,0,0,0,5
1515,Chamartín,Piso en Nueva España,,Nueva España,1800,2.0,104,2.0,1.0,1.0,0,0,0,0,1
1516,Chamartín,Piso en El Viso,,El Viso,2700,2.0,90,6.0,1.0,1.0,0,0,0,0,1
1517,Chamartín,Ático en El Viso,,en El Viso,5500,4.0,270,7.0,1.0,1.0,1,0,0,0,2
1518,Chamartín,Piso en calle Sanchez Pacheco,19,Ciudad Jardín,1300,3.0,120,1.0,1.0,1.0,0,0,0,0,1
1519,Chamartín,Estudio en BOLIVIA,,Nueva España,700,,32,1.0,0.0,1.0,0,0,0,0,5
1520,Chamartín,Piso en paseo de la Castellana,,Castilla,975,2.0,70,0.0,1.0,1.0,0,0,0,0,1
1521,Chamartín,Piso en calle de Mauricio Legendre,,Castilla,1200,3.0,110,5.0,1.0,1.0,0,0,0,0,1
1522,Chamartín,Piso en paseo de la Habana,,El Viso,3100,4.0,200,6.0,1.0,1.0,0,0,0,0,1
1523,Chamartín,Piso en calle del general zabala,,Prosperidad,1600,4.0,110,1.0,,1.0,0,0,0,0,1
1524,Chamartín,Ático en calle del General Zabala,3,Prosperidad,1300,2.0,99,3.0,1.0,1.0,1,0,0,0,2
1525,Chamartín,Piso en calle De Mauricio Legendre,,Castilla,1700,2.0,110,7.0,1.0,1.0,0,0,0,0,1
1526,Chamartín,Ático en pasaje Dolores,,Prosperidad,1250,2.0,110,3.0,1.0,1.0,1,0,0,0,2
1527,Chamartín,Piso en paseo de la Habana,,Bernabéu-Hispanoamérica,1500,3.0,130,2.0,1.0,1.0,0,0,0,0,1
1528,Chamartín,Piso en calle henri dunant,23,Nueva España,1250,1.0,74,4.0,1.0,1.0,0,0,0,0,1
1529,Chamartín,Piso en paseo de la Castellana,,Bernabéu-Hispanoamérica,3800,4.0,291,4.0,1.0,1.0,0,0,0,0,1
1530,Chamartín,Piso en paseo de la Habana,,El Viso,2400,3.0,150,3.0,1.0,1.0,0,0,0,0,1
1531,Chamartín,Piso en avenida de Alfonso XIII,s/n,Bernabéu-Hispanoamérica,2750,4.0,160,12.0,1.0,1.0,0,0,0,0,1
1532,Chamartín,Piso en Castilla,,Castilla,1550,3.0,152,4.0,1.0,1.0,0,0,0,0,1
1533,Chamartín,Piso en calle Federico Salmón,8,Nueva España,2350,4.0,171,11.0,1.0,1.0,0,0,0,0,1
1534,Chamartín,Piso en plaza Valparaíso,s/n,Bernabéu-Hispanoamérica,1800,2.0,97,2.0,1.0,1.0,0,0,0,0,1
1535,Chamartín,Piso en calle de Marcenado,8,Ciudad Jardín,870,2.0,60,1.0,1.0,1.0,0,0,0,0,1
1536,Chamartín,Piso en plaza Castilla,s/n,Nueva España,3500,5.0,220,17.0,1.0,1.0,0,0,0,0,1
1537,Chamartín,Piso en avenida Burgos,24,Castilla,1300,3.0,120,3.0,1.0,1.0,0,0,0,0,1
1538,Chamartín,Piso en calle de Mauricio Legendre,15,Castilla,1550,3.0,152,4.0,1.0,1.0,0,0,0,0,1
1540,Chamartín,Piso en paseo de la Habana,,El Viso,3000,4.0,165,7.0,1.0,1.0,0,0,0,0,1
1541,Chamartín,Piso en juan ramon jimenez,,Bernabéu-Hispanoamérica,1600,1.0,75,7.0,1.0,1.0,0,0,0,0,1
1542,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,1350,2.0,90,3.0,1.0,1.0,0,0,0,0,1
1543,Chamartín,Piso en calle Juan Hurtado de Mendoza,,Nueva España,3200,4.0,205,2.0,1.0,1.0,0,0,0,0,1
1544,Chamartín,Piso en CARDENAL MARCELO SPINOLA,,Castilla,1300,2.0,130,7.0,1.0,1.0,0,0,0,0,1
1545,Chamartín,Piso en Nueva España,,Nueva España,2700,5.0,194,9.0,1.0,1.0,0,0,0,0,1
1546,Chamartín,Piso en Gutierrez Solana,,El Viso,1580,2.0,80,7.0,1.0,1.0,0,0,0,0,1
1547,Chamartín,Dúplex en calle Infanta María Teresa,,Bernabéu-Hispanoamérica,1800,1.0,90,3.0,1.0,1.0,0,0,1,0,1
1548,Chamartín,Ático en Nueva España,,en Nueva España,3500,1.0,70,13.0,1.0,1.0,1,0,0,0,2
1549,Chamartín,Piso en Nueva España,,Nueva España,1800,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1550,Chamartín,Piso en El Viso,,El Viso,2000,2.0,116,1.0,1.0,1.0,0,0,0,0,1
1551,Chamartín,Piso en Castilla,,Castilla,2500,4.0,150,3.0,1.0,1.0,0,0,0,0,1
